"Id","EZI_ADD","Geographical.Coordinate","Archetype","BDIAgentType","HasDependents","WillGoHomeAfterVisitingDependents","WillGoHomeBeforeLeaving","WillStay","ResponseThresholdInitial","ResponseThresholdFinal","ImpactFromVisibleSmoke","ImpactFromImmersionInSmoke","ImpactFromVisibleEmbers","ImpactFromVisibleFire","ImpactFromVisibleResponders","ImpactFromMessageAdvice","ImpactFromMessageWatchAndAct","ImpactFromMessageEmergencyWarning","ImpactFromMessageEvacuateNow","ImpactFromMessageRespondersAttending","ImpactFromFireDangerIndexRating","ImpactFromSocialMessage","LagTimeInMinsForInitialResponse","LagTimeInMinsForFinalResponse","HasDependentsAtLocation"
439,"19 BLAKE STREET POWELLTOWN 3797","[145.75215591000003, -37.865743529085194]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
440,"1643 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75089955999997, -37.862719989085285]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
441,"4 LLOYDS ROAD POWELLTOWN 3797","[145.7568462, -37.86603650908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
442,"11 SURREY ROAD POWELLTOWN 3797","[145.75551376999994, -37.86602270908523]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
443,"6 SURREY ROAD POWELLTOWN 3797","[145.75472293999994, -37.86542912908526]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
444,"6 LLOYDS ROAD POWELLTOWN 3797","[145.75704836999998, -37.86618284908523]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
445,"1605 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74752488, -37.861800029085245]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
446,"19 BLAKE STREET POWELLTOWN 3797","[145.75215591000003, -37.865743529085194]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
447,"1565 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74299205999998, -37.86034886908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
448,"21 BLAKE STREET POWELLTOWN 3797","[145.75197951999994, -37.86541719908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
449,"1637 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75040188, -37.86257050908527]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
450,"MT BAW BAW TOURIST ROAD POWELLTOWN 3797","[145.76274737999992, -37.86667819908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
451,"30 MESSMATE CLOSE POWELLTOWN 3797","[145.75995092, -37.86660304908523]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
452,"21 YARRA STREET POWELLTOWN 3797","[145.75039357, -37.86473786908521]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
453,"1565 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74299205999998, -37.86034886908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
454,"15 BLAKE STREET POWELLTOWN 3797","[145.75288198999996, -37.86568516908523]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
455,"LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68456013, -37.844589409085394]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
456,"YARRA JUNCTION-NOOJEE ROAD THREE BRIDGES 3797","[145.6863780999999, -37.84599215908536]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
457,"BLACKSANDS ROAD THREE BRIDGES 3797","[145.73367179099998, -37.82750724208553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
458,"MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.67769674999997, -37.8780408390851]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
459,"1075 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68968819999995, -37.84892303908534]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
460,"590 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73036943999998, -37.8394910190855]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
461,"15 MANNAGUM ROAD THREE BRIDGES 3797","[145.68715795999998, -37.84914331908537]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
462,"LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68097515999997, -37.84155707908539]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
463,"285 BLACKSANDS ROAD THREE BRIDGES 3797","[145.71779421999994, -37.836560759085486]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
464,"11 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69081274999994, -37.85345988908533]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
465,"85 BLACKSANDS ROAD THREE BRIDGES 3797","[145.67869256999992, -37.83036918908551]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
466,"630 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73256519499998, -37.83870270308546]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
467,"85 BLACKSANDS ROAD THREE BRIDGES 3797","[145.67869256999992, -37.83036918908551]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
468,"625 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73497159699997, -37.82909773508555]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
469,"1010 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68529813999996, -37.845881919085386]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
470,"MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.68143043999996, -37.87790004908515]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
471,"140 BLACKSANDS ROAD THREE BRIDGES 3797","[145.6828536599999, -37.83251590908545]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
472,"45 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68968673999993, -37.85927852908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
473,"995 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68490330999995, -37.844435489085406]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
474,"9 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6909284099999, -37.85270411908536]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
475,"9 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69063661499996, -37.85280970808534]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
476,"1035 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68787283999993, -37.847460809085334]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
477,"1030 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68663021999996, -37.847032369085376]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
478,"37 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68992374, -37.85809149908529]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
479,"15 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69066251, -37.85424231908534]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
480,"MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.68143043999996, -37.87790004908515]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
481,"675 BLACKSANDS ROAD THREE BRIDGES 3797","[145.73544758299997, -37.836232978085455]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
482,"580 BLACKSANDS ROAD THREE BRIDGES 3797","[145.72787125, -37.84050450908543]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
483,"21 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69041432999992, -37.85542020908532]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
484,"45 MCCONACHYS ROAD THREE BRIDGES 3797","[145.7012747799999, -37.84972809908538]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
485,"BLACKSANDS ROAD THREE BRIDGES 3797","[145.73367179099998, -37.82750724208553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
486,"LITTLE YARRA ROAD THREE BRIDGES 3797","[145.67209204000002, -37.83128947908552]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
487,"1010 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68529813999996, -37.845881919085386]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
488,"115 BLACKSANDS ROAD THREE BRIDGES 3797","[145.68125253999992, -37.829262449085505]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
489,"1070 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68990685000003, -37.84950911908535]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
490,"LITTLE YARRA ROAD THREE BRIDGES 3797","[145.67236366999995, -37.83066368908553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
491,"9 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69063661499996, -37.85280970808534]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
492,"46 HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
493,"730 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66552726999996, -37.83110410908553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
494,"580 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65292915999996, -37.82272947908559]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
495,"65C ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65029790999992, -37.86102152908529]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
496,"230 HAZELDENE ROAD GLADYSDALE 3797","[145.638711, -37.845088989085404]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
497,"526 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64980361, -37.81828066908559]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
498,"595 PARKINSONS ROAD GLADYSDALE 3797","[145.64430808999995, -37.82830219908551]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
499,"68 HAZELDENE ROAD GLADYSDALE 3797","[145.64804009999997, -37.82786688908554]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
500,"610 HAZELDENE ROAD GLADYSDALE 3797","[145.63575111999998, -37.86282062908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
501,"530 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64921198199997, -37.81902736408561]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
502,"HAZELDENE ROAD GLADYSDALE 3797","[145.62910061, -37.862705759085244]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
503,"535 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65096578999996, -37.81891542908558]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
504,"180 HAZELDENE ROAD GLADYSDALE 3797","[145.6425751199999, -37.835987829085475]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
505,"760 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6687501899999, -37.8313388890855]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
506,"430 HAZELDENE ROAD GLADYSDALE 3797","[145.65028242000002, -37.85549627908532]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
507,"40 BAROONA ROAD GLADYSDALE 3797","[145.64978427000003, -37.812425189085666]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
508,"532 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64990311799997, -37.8190261870856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
509,"495 PARKINSONS ROAD GLADYSDALE 3797","[145.63327460999992, -37.826052029085574]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
510,"477 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64705757, -37.8146097290856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
511,"450 HAZELDENE ROAD GLADYSDALE 3797","[145.64633658, -37.857196549085316]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
512,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
513,"TORBETTS ROAD GLADYSDALE 3797","[145.65489264999994, -37.85293157908537]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
514,"68 HAZELDENE ROAD GLADYSDALE 3797","[145.64804009999997, -37.82786688908554]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
515,"523 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65001284000002, -37.81784051908564]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
516,"526 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64980361, -37.81828066908559]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
517,"595 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65378332999998, -37.82349172908553]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
518,"25 HAZELDENE ROAD GLADYSDALE 3797","[145.65228505000002, -37.8256003090856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
519,"445 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64414251999992, -37.81240270908565]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
520,"508 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64848930999992, -37.81675249908564]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
521,"515 HAZELDENE ROAD GLADYSDALE 3797","[145.64554402999997, -37.857589449085246]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
522,"448 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64466815, -37.81320885908563]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
523,"470 HAZELDENE ROAD GLADYSDALE 3797","[145.64212475999997, -37.85745073908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
524,"1 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65523553, -37.85820307908529]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
525,"HAZELDENE ROAD GLADYSDALE 3797","[145.64356510000002, -37.83691631908545]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
526,"487 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64797733999998, -37.815204069085624]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
527,"20 PETTITT ROAD GLADYSDALE 3797","[145.64643771999997, -37.81677256908564]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
528,"529 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65073496, -37.8184891990856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
529,"400 PARKINSONS ROAD GLADYSDALE 3797","[145.62632993199995, -37.825848613085526]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
530,"640 LITTLE YARRA ROAD GLADYSDALE 3797","[145.657756788, -37.825997859085525]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
531,"80 PRICES ROAD GLADYSDALE 3797","[145.63421621999996, -37.84003701908548]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
532,"230A HAZELDENE ROAD GLADYSDALE 3797","[145.638711, -37.845088989085404]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
533,"715 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66478591999996, -37.82873438908554]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
534,"25 BAROONA ROAD GLADYSDALE 3797","[145.64890660999998, -37.812213549085705]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
535,"200 HAZELDENE ROAD GLADYSDALE 3797","[145.64333906, -37.837709039085446]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
536,"530 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64921198199997, -37.81902736408561]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
537,"610 HAZELDENE ROAD GLADYSDALE 3797","[145.63575111999998, -37.86282062908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
538,"750 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66745606999993, -37.8310297490855]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
539,"515 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64984891999993, -37.81723531908562]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
540,"300 HAZELDENE ROAD GLADYSDALE 3797","[145.64435734100002, -37.84231005308544]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
541,"530 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64993292999995, -37.81876500908561]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
542,"400 PARKINSONS ROAD GLADYSDALE 3797","[145.62632993199995, -37.825848613085526]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
543,"451 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64472075, -37.81272815908566]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
544,"605 HAZELDENE ROAD GLADYSDALE 3797","[145.63926485999997, -37.86311459908529]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
545,"70 PRICES ROAD GLADYSDALE 3797","[145.63330115999992, -37.8391251490854]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
546,"115 HAZELDENE ROAD GLADYSDALE 3797","[145.64577811, -37.83172568908548]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
547,"5A HAZELDENE ROAD GLADYSDALE 3797","[145.65385181299993, -37.8245289850856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
548,"25 HAZELDENE ROAD GLADYSDALE 3797","[145.65228505000002, -37.8256003090856]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
